,name,gene_reaction_rule,subunit_num,subunit_mw
LPLIPAL1G180pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:0) (periplasm)",b0494,4,23.62216
LPLIPAL1G181pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm)",b0494,4,23.62216
ACONTb_num1,"Aconitase (half-reaction B, Isocitrate hydro-lyase)",b0118,2,93.49811
ACONTb_num2,"Aconitase (half-reaction B, Isocitrate hydro-lyase)",b1276,2 ,97.67722
GLCP2_num1,Glycogen phosphorylase,b3417,2,90.5224
GLCP2_num2,Glycogen phosphorylase,b3428,2 ,93.17256
F6Pt6_2pp,Fructose-6-phosphate transport via phosphate antiport (periplasm),b3666,1,50.6066
PLIPA2E141pp,"Phospholipase A2 (phosphatidylethanolamine, n-C14:1) (periplasm)",b3821,2,33.16313
PLIPA2E181pp,"Phospholipase A2 (phosphatidylethanolamine, n-C18:1) (periplasm)",b3821,2,33.16313
PLIPA2G140pp,"Phospholipase A2 (phosphatidylglycerol, n-C14:0) (periplasm)",b3821,2,33.16313
3HAD161_num1,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1),b0954,2,18.96905
3HAD161_num2,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1),b0180,6 ,17.03295
PLIPA2G160pp,"Phospholipase A2 (phosphatidylglycerol, n-C16:0) (periplasm)",b3821,2,33.16313
PLIPA2G181pp,"Phospholipase A2 (phosphatidylglycerol, n-C18:1) (periplasm)",b3821,2,33.16313
ASNS1,Asparagine synthase (glutamine-hydrolysing),b0674,2,62.65901
EAR80y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C8:0),b1288,4,27.86394
EAR120y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0),b1288,4,27.86394
3OAR181,3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1),b1093,4,25.56029
3HAD121_num1,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1),b0954,2,18.96905
3HAD121_num2,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1),b0180,6 ,17.03295
EAR121y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:1),b1288,4,27.86394
GTHRDHpp,Glutathione hydralase (periplasmic),b3447,1,61.76796
PROGLYtex_num1,L-Prolinylglycine transport via diffusion (extracellular to periplasm),b1377,1,41.21985
PROGLYtex_num2,L-Prolinylglycine transport via diffusion (extracellular to periplasm),b0241,3,38.922
PROGLYtex_num3,L-Prolinylglycine transport via diffusion (extracellular to periplasm),b0929,3,39.33331
PROGLYtex_num4,L-Prolinylglycine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
MDDCP2pp_num1,"Murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)",b2430,1,47.75238
MDDCP2pp_num2,"Murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)",b0839,2,43.60891
MDDCP2pp_num3,"Murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)",b0632,2,44.44396
MDDCP2pp_num4,"Murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)",b3182,1,51.79831
MDDCP2pp_num5,"Murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)",b2010,1,43.34606
MDDCP2pp_num6,"Murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)",b0376,1 ,41.84903
MDDCP3pp_num1,"Murein D,D-carboxypeptidase (murein5p5p) (periplasm)",b2430,1,47.75238
MDDCP3pp_num2,"Murein D,D-carboxypeptidase (murein5p5p) (periplasm)",b0839,2,43.60891
MDDCP3pp_num3,"Murein D,D-carboxypeptidase (murein5p5p) (periplasm)",b0632,2,44.44396
MDDCP3pp_num4,"Murein D,D-carboxypeptidase (murein5p5p) (periplasm)",b3182,1,51.79831
MDDCP3pp_num5,"Murein D,D-carboxypeptidase (murein5p5p) (periplasm)",b2010,1,43.34606
MDDCP3pp_num6,"Murein D,D-carboxypeptidase (murein5p5p) (periplasm)",b0376,1 ,41.84903
EAR140x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:0),b1288,4,27.86394
EAR40y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C4:0),b1288,4,27.86394
3OAS181,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1),b1095,2,43.04576
EAR161y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1),b1288,4,27.86394
G3PAT140,Glycerol-3-phosphate acyltransferase (C14:0),b1094 and b4041,1 and 1 ,8.63952 and 91.38145
G3PAT160,Glycerol-3-phosphate acyltransferase (C16:0),b1094 and b4041,1 and 1 ,8.63952 and 91.38145
G3PAT161,Glycerol-3-phosphate acyltransferase (C16:1),b1094 and b4041,1 and 1 ,8.63952 and 91.38145
AGPAT160,1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0),b3018,1,27.45316
CDAPPA140,CDP-Diacylglycerol pyrophostatase (n-C14:0),b3918,1,28.45076
MLDCP1App_num1,"Murein L,D-carboxypeptidase (murein5px4p) (periplasm)",b1678,1,36.08235
MLDCP1App_num2,"Murein L,D-carboxypeptidase (murein5px4p) (periplasm)",b1990,1,34.41109
MLDCP1App_num3,"Murein L,D-carboxypeptidase (murein5px4p) (periplasm)",b0925,1,67.81249
MLDCP1App_num4,"Murein L,D-carboxypeptidase (murein5px4p) (periplasm)",b1113,1,34.63593
MLDCP1App_num5,"Murein L,D-carboxypeptidase (murein5px4p) (periplasm)",b0819,1 ,33.32528
EAR160y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:0),b1288,4,27.86394
EAR100y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0),b1288,4,27.86394
3OAR141,3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1),b1093,4,25.56029
3OAR161,3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1),b1093,4,25.56029
3HAD141_num1,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1),b0954,2,18.96905
3HAD141_num2,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1),b0180,6 ,17.03295
EAR121x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:1),b1288,4,27.86394
PSD140,Phosphatidylserine decarboxylase (n-C14:0),b4160,1,35.93442
MICITDr,2-methylisocitrate dehydratase,b0118,2,93.49811
CDAPPA181,CDP-Diacylglycerol pyrophostatase (n-C18:1),b3918,1,28.45076
PGSA140,Phosphatidylglycerol synthase (n-C14:0),b1912,1,20.70064
LPLIPAL1A141pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:1) (periplasm)",b0494,4,23.62216
LPLIPAL1A180pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:0) (periplasm)",b0494,4,23.62216
LPLIPAL1E140pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:0) (periplasm)",b0494,4,23.62216
LPLIPAL1E161pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1) (periplasm)",b0494,4,23.62216
LPLIPAL1G140pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0) (periplasm)",b0494,4,23.62216
ACONTa_num1,"Aconitase (half-reaction A, Citrate hydro-lyase)",b0118,2,93.49811
ACONTa_num2,"Aconitase (half-reaction A, Citrate hydro-lyase)",b1276,2 ,97.67722
MLDCP2App_num1,"Murein L,D-carboxypeptidase (murein5p5p) (periplasm)",b0925,1,67.81249
MLDCP2App_num2,"Murein L,D-carboxypeptidase (murein5p5p) (periplasm)",b1678,1,36.08235
MLDCP2App_num3,"Murein L,D-carboxypeptidase (murein5p5p) (periplasm)",b1113,1,34.63593
MLDCP2App_num4,"Murein L,D-carboxypeptidase (murein5p5p) (periplasm)",b0819,1,33.32528
MLDCP2App_num5,"Murein L,D-carboxypeptidase (murein5p5p) (periplasm)",b1990,1 ,34.41109
PGPP120pp_num1,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)",b0418,1,19.41811
PGPP120pp_num2,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)",b1278,1 ,29.02126
PGPP181pp_num1,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:1)",b0418,1,19.41811
PGPP181pp_num2,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:1)",b1278,1 ,29.02126
PGSA181,Phosphatidylglycerol synthase (n-C18:1),b1912,1,20.70064
PGPP140_num1,Phosphatidylglycerol phosphate phosphatase (n-C14:0),b0418,1,19.41811
PGPP140_num2,Phosphatidylglycerol phosphate phosphatase (n-C14:0),b1278,1 ,29.02126
PGPP141_num1,Phosphatidylglycerol phosphate phosphatase (n-C14:1),b0418,1,19.41811
PGPP141_num2,Phosphatidylglycerol phosphate phosphatase (n-C14:1),b1278,1 ,29.02126
MDDCP5pp_num1,"Murein D,D-carboxypeptidase (murein5p3p) (periplasm)",b2430,1,47.75238
MDDCP5pp_num2,"Murein D,D-carboxypeptidase (murein5p3p) (periplasm)",b0839,2,43.60891
MDDCP5pp_num3,"Murein D,D-carboxypeptidase (murein5p3p) (periplasm)",b0632,2,44.44396
MDDCP5pp_num4,"Murein D,D-carboxypeptidase (murein5p3p) (periplasm)",b3182,1,51.79831
MDDCP5pp_num5,"Murein D,D-carboxypeptidase (murein5p3p) (periplasm)",b2010,1,43.34606
MDDCP5pp_num6,"Murein D,D-carboxypeptidase (murein5p3p) (periplasm)",b0376,1 ,41.84903
MLTGY3pp_num1,Murein lytic transglycosylase (murein3p3p) (periplasm),b0211,1,49.41747
MLTGY3pp_num2,Murein lytic transglycosylase (murein3p3p) (periplasm),b2963,1,40.11251
MLTGY3pp_num3,Murein lytic transglycosylase (murein3p3p) (periplasm),b2701,1,40.25575
MLTGY3pp_num4,Murein lytic transglycosylase (murein3p3p) (periplasm),b4392,1,73.35315
MLTGY3pp_num5,Murein lytic transglycosylase (murein3p3p) (periplasm),b2813,1,40.41061
MLTGY3pp_num6,Murein lytic transglycosylase (murein3p3p) (periplasm),b1193,1,22.22655
MLTGY3pp_num7,Murein lytic transglycosylase (murein3p3p) (periplasm),b2558,1,58.30215
MLTGY3pp_num8,Murein lytic transglycosylase (murein3p3p) (periplasm),b1097,1 ,38.24741
G3PAT180,Glycerol-3-phosphate acyltransferase (C18:0),b1094 and b4041,1 and 1 ,8.63952 and 91.38145
AGPAT140,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0),b3018,1,27.45316
PGSA160,Phosphatidylglycerol synthase (n-C16:0),b1912,1,20.70064
MLDCP2Bpp_num1,"Murein L,D-carboxypeptidase (murein4p3p) (periplasm)",b1678,1,36.08235
MLDCP2Bpp_num2,"Murein L,D-carboxypeptidase (murein4p3p) (periplasm)",b0819,1,33.32528
MLDCP2Bpp_num3,"Murein L,D-carboxypeptidase (murein4p3p) (periplasm)",b1113,1,34.63593
MLDCP2Bpp_num4,"Murein L,D-carboxypeptidase (murein4p3p) (periplasm)",b1990,1,34.41109
MLDCP2Bpp_num5,"Murein L,D-carboxypeptidase (murein4p3p) (periplasm)",b0925,1 ,67.81249
3OAS140_num1,3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0),b2323,2,42.61332
3OAS140_num2,3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0),b1095,2 ,43.04576
3OAR140,3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0),b1093,4,25.56029
3OAR160,3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0),b1093,4,25.56029
PGSA161,Phosphatidylglycerol synthase (n-C16:1),b1912,1,20.70064
3HAD181_num1,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1),b0954,2,18.96905
3HAD181_num2,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1),b0180,6 ,17.03295
PGPP160_num1,Phosphatidylglycerol phosphate phosphatase (n-C16:0),b0418,1,19.41811
PGPP160_num2,Phosphatidylglycerol phosphate phosphatase (n-C16:0),b1278,1 ,29.02126
PGPP180_num1,Phosphatidylglycerol phosphate phosphatase (n-C18:0),b0418,1,19.41811
PGPP180_num2,Phosphatidylglycerol phosphate phosphatase (n-C18:0),b1278,1 ,29.02126
PGPP161_num1,Phosphatidylglycerol phosphate phosphatase (n-C16:1),b0418,1,19.41811
PGPP161_num2,Phosphatidylglycerol phosphate phosphatase (n-C16:1),b1278,1 ,29.02126
PGPP181_num1,Phosphatidylglycerol phosphate phosphatase (n-C18:1),b1278,1,29.02126
PGPP181_num2,Phosphatidylglycerol phosphate phosphatase (n-C18:1),b0418,1 ,19.41811
CDAPPA180,CDP-Diacylglycerol pyrophostatase (n-C18:0),b3918,1,28.45076
NTP12,Nucleoside-triphosphatase (XTP),b4394,2,18.21266
PE141abcpp,"Phosphatidylethanolamine transport via ABC system (n-C14:1, periplasm)",b0914,2,64.46071
PE160abcpp,"Phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm)",b0914,2,64.46071
PE161abcpp,"Phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)",b0914,2,64.46071
PSD141,Phosphatidylserine decarboxylase (n-C14:1),b4160,1,35.93442
PG140abcpp,"Phosphatidylglycerol transport via ABC system (n-C14:0, periplasm)",b0914,2,64.46071
PG141abcpp,"Phosphatidylglycerol transport via ABC system (n-C14:1, periplasm)",b0914,2,64.46071
PG180abcpp,"Phosphatidylglycerol transport via ABC system (n-C18:0, periplasm)",b0914,2,64.46071
PG181abcpp,"Phosphatidylglycerol transport via ABC system (n-C18:1, periplasm)",b0914,2,64.46071
PGP141abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C14:1, periplasm)",b0914,2,64.46071
PGP160abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C16:0, periplasm)",b0914,2,64.46071
PGP180abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C18:0, periplasm)",b0914,2,64.46071
PAPA181pp,"Phosphatidate phosphatase (periplasmic, n-C18:1)",b1278,1,29.02126
PA140abcpp,"Phosphatidate transport via ABC system (n-C14:0, periplasm)",b0914,2,64.46071
MDDCP4pp_num1,"Murein D,D-carboxypeptidase (murein5p4p) (periplasm)",b2430,1,47.75238
MDDCP4pp_num2,"Murein D,D-carboxypeptidase (murein5p4p) (periplasm)",b0839,2,43.60891
MDDCP4pp_num3,"Murein D,D-carboxypeptidase (murein5p4p) (periplasm)",b0632,2,44.44396
MDDCP4pp_num4,"Murein D,D-carboxypeptidase (murein5p4p) (periplasm)",b3182,1,51.79831
MDDCP4pp_num5,"Murein D,D-carboxypeptidase (murein5p4p) (periplasm)",b2010,1,43.34606
MDDCP4pp_num6,"Murein D,D-carboxypeptidase (murein5p4p) (periplasm)",b0376,1 ,41.84903
CLPNS140pp_num1,"Cardiolipin synthase (periplasmic, n-C14:0)",b1249,1,54.82233
CLPNS140pp_num2,"Cardiolipin synthase (periplasmic, n-C14:0)",b0789,1 ,47.63351
CLPNS141pp_num1,"Cardiolipin synthase (periplasmic, n-C14:1)",b1249,1,54.82233
CLPNS141pp_num2,"Cardiolipin synthase (periplasmic, n-C14:1)",b0789,1 ,47.63351
PG120abcpp,"Phosphatidylglycerol transport via ABC system (n-C12:0, periplasm)",b0914,2,64.46071
PE140abcpp,"Phosphatidylethanolamine transport via ABC system (n-C14:0, periplasm)",b0914,2,64.46071
CFAS160E,"Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C16:0)",b1661,2,43.909
CFAS180E,"Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C18:0)",b1661,2,43.909
CFAS180G,"Cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C18:0)",b1661,2,43.909
PAPA160,Phosphatidate phosphatase (n-C16:0),b1278,1,29.02126
PAPA180,Phosphatidate phosphatase (n-C18:0),b1278,1,29.02126
PAPA181,Phosphatidate phosphatase (n-C18:1),b1278,1,29.02126
PETNT161pp,Phosphoethanolamine transferase (c-C16:1),b3546,1,63.80439
PSSA160,Phosphatidylserine syntase (n-C16:0),b2585,1,52.80179
PSSA181,Phosphatidylserine syntase (n-C18:1),b2585,1,52.80179
DAGK140,Diacylglycerol kinase (n-C14:0),b4042,3,13.24468
DAGK160,Diacylglycerol kinase (n-C16:0),b4042,3,13.24468
DAGK141,Diacylglycerol kinase (n-C14:1),b4042,3,13.24468
DAGK161,Diacylglycerol kinase (n-C16:1),b4042,3,13.24468
AGPAT181,1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1),b3018,1,27.45316
MDDEP3pp_num1,"Murein D,D-endopeptidase (murein5px4p) (periplasm)",b1655,1,29.91658
MDDEP3pp_num2,"Murein D,D-endopeptidase (murein5px4p) (periplasm)",b2175,1,21.03987
MDDEP3pp_num3,"Murein D,D-endopeptidase (murein5px4p) (periplasm)",b2328,2,30.13667
MDDEP3pp_num4,"Murein D,D-endopeptidase (murein5px4p) (periplasm)",b3182,1,51.79831
MDDEP3pp_num5,"Murein D,D-endopeptidase (murein5px4p) (periplasm)",b2134,1,33.88741
MDDEP3pp_num6,"Murein D,D-endopeptidase (murein5px4p) (periplasm)",b0376,1,41.84903
MDDEP3pp_num7,"Murein D,D-endopeptidase (murein5px4p) (periplasm)",b1856,1 ,49.05775
MDDEP4pp_num1,"Murein D,D-endopeptidase (murein4px4px4p) (periplasm)",b1655,1,29.91658
MDDEP4pp_num2,"Murein D,D-endopeptidase (murein4px4px4p) (periplasm)",b0376,1,41.84903
MDDEP4pp_num3,"Murein D,D-endopeptidase (murein4px4px4p) (periplasm)",b2328,2,30.13667
MDDEP4pp_num4,"Murein D,D-endopeptidase (murein4px4px4p) (periplasm)",b3182,1,51.79831
MDDEP4pp_num5,"Murein D,D-endopeptidase (murein4px4px4p) (periplasm)",b2134,1,33.88741
MDDEP4pp_num6,"Murein D,D-endopeptidase (murein4px4px4p) (periplasm)",b2175,1,21.03987
MDDEP4pp_num7,"Murein D,D-endopeptidase (murein4px4px4p) (periplasm)",b1856,1 ,49.05775
MLTGY1pp_num1,Murein lytic transglycosylase (murein4p4p) (periplasm),b0211,1,49.41747
MLTGY1pp_num2,Murein lytic transglycosylase (murein4p4p) (periplasm),b1193,1,22.22655
MLTGY1pp_num3,Murein lytic transglycosylase (murein4p4p) (periplasm),b2813,1,40.41061
MLTGY1pp_num4,Murein lytic transglycosylase (murein4p4p) (periplasm),b2963,1,40.11251
MLTGY1pp_num5,Murein lytic transglycosylase (murein4p4p) (periplasm),b4392,1,73.35315
MLTGY1pp_num6,Murein lytic transglycosylase (murein4p4p) (periplasm),b2701,1,40.25575
MLTGY1pp_num7,Murein lytic transglycosylase (murein4p4p) (periplasm),b2558,1,58.30215
MLTGY1pp_num8,Murein lytic transglycosylase (murein4p4p) (periplasm),b1097,1 ,38.24741
CGLYtex_num1,L-Cysteinylglycine transport via diffusion (extracellular to periplasm),b1377,1,41.21985
CGLYtex_num2,L-Cysteinylglycine transport via diffusion (extracellular to periplasm),b0241,3,38.922
CGLYtex_num3,L-Cysteinylglycine transport via diffusion (extracellular to periplasm),b0929,3,39.33331
CGLYtex_num4,L-Cysteinylglycine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
3HAD40_num1,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0),b0954,2,18.96905
3HAD40_num2,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0),b0180,6 ,17.03295
PLIPA1E141pp,"Phospholipase A1 (phosphatidylethanolamine, n-C14:1) (periplasm)",b3821,2,33.16313
3OAS60_num1,3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0),b1095,2,43.04576
3OAS60_num2,3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0),b2323,2 ,42.61332
3OAS160_num1,3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0),b2323,2,42.61332
3OAS160_num2,3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0),b1095,2 ,43.04576
3OAR60,3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0),b1093,4,25.56029
3OAR80,3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0),b1093,4,25.56029
MLDCP3App_num1,"Murein L,D-carboxypeptidase (murein5px3p) (periplasm)",b1678,1,36.08235
MLDCP3App_num2,"Murein L,D-carboxypeptidase (murein5px3p) (periplasm)",b1990,1,34.41109
MLDCP3App_num3,"Murein L,D-carboxypeptidase (murein5px3p) (periplasm)",b0925,1,67.81249
MLDCP3App_num4,"Murein L,D-carboxypeptidase (murein5px3p) (periplasm)",b1113,1,34.63593
MLDCP3App_num5,"Murein L,D-carboxypeptidase (murein5px3p) (periplasm)",b0819,1 ,33.32528
MLDCP1Bpp_num1,"Murein L,D-carboxypeptidase (murein4p4p) (periplasm)",b1678,1,36.08235
MLDCP1Bpp_num2,"Murein L,D-carboxypeptidase (murein4p4p) (periplasm)",b1990,1,34.41109
MLDCP1Bpp_num3,"Murein L,D-carboxypeptidase (murein4p4p) (periplasm)",b0925,1,67.81249
MLDCP1Bpp_num4,"Murein L,D-carboxypeptidase (murein4p4p) (periplasm)",b1113,1,34.63593
MLDCP1Bpp_num5,"Murein L,D-carboxypeptidase (murein4p4p) (periplasm)",b0819,1 ,33.32528
2AGPE181tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm),b2835,1,41.65561
2AGPA140tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C14:0) transporter via facilitated diffusion (periplasm),b2835,1,41.65561
2AGPA160tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C16:0) transporter via facilitated diffusion (periplasm),b2835,1,41.65561
2AGPA180tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C18:0) transporter via facilitated diffusion (periplasm),b2835,1,41.65561
2AGPA141tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C14:1) transporter via facilitated diffusion (periplasm),b2835,1,41.65561
PLIPA1G160pp,"Phospholipase A1 (phosphatidylglycerol, n-C16:0) (periplasm)",b3821,2,33.16313
PLIPA1G141pp,"Phospholipase A1 (phosphatidylglycerol, n-C14:1) (periplasm)",b3821,2,33.16313
LPLIPAL2E160,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)",b3825,1,38.97826
LPLIPAL2G140,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)",b3825,1,38.97826
LPLIPAL2G160,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)",b3825,1,38.97826
2AGPE140tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) transporter via facilitated diffusion (periplasm),b2835,1,41.65561
2AGPE160tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) transporter via facilitated diffusion (periplasm),b2835,1,41.65561
2AGPE180tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) transporter via facilitated diffusion (periplasm),b2835,1,41.65561
2AGPE141tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) transporter via facilitated diffusion (periplasm),b2835,1,41.65561
2AGPE161tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) transporter via facilitated diffusion (periplasm),b2835,1,41.65561
2AGPA161tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C16:1) transporter via facilitated diffusion (periplasm),b2835,1,41.65561
2AGPA181tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C18:1) transporter via facilitated diffusion (periplasm),b2835,1,41.65561
2AGPG120tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm),b2835,1,41.65561
LPLIPAL2G120,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)",b3825,1,38.97826
PA141abcpp,"Phosphatidate transport via ABC system (n-C14:1, periplasm)",b0914,2,64.46071
PA161abcpp,"Phosphatidate transport via ABC system (n-C16:1, periplasm)",b0914,2,64.46071
PA180abcpp,"Phosphatidate transport via ABC system (n-C18:0, periplasm)",b0914,2,64.46071
PGPP161pp_num1,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:1)",b0418,1,19.41811
PGPP161pp_num2,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:1)",b1278,1 ,29.02126
PE120abcpp,"Phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)",b0914,2,64.46071
PE180abcpp,"Phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm)",b0914,2,64.46071
