,name,gene_reaction_rule,subunit_num
LPLIPAL2G120,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)",b3825,1
PA141abcpp,"Phosphatidate transport via ABC system (n-C14:1, periplasm)",b0914,2
PA161abcpp,"Phosphatidate transport via ABC system (n-C16:1, periplasm)",b0914,2
PA180abcpp,"Phosphatidate transport via ABC system (n-C18:0, periplasm)",b0914,2
PGPP161pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:1)",b0418 or b1278,1 or 1 
PE120abcpp,"Phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)",b0914,2
PE180abcpp,"Phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm)",b0914,2
PAPA140,Phosphatidate phosphatase (n-C14:0),b1278,1
PAPA141,Phosphatidate phosphatase (n-C14:1),b1278,1
PAPA161,Phosphatidate phosphatase (n-C16:1),b1278,1
GTHOXtex,Glutathione (ox) transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
DSBAO1,DsbA protein reoxidation reaction (aerobic),b1185 and b3860,1 and 1 
DSBAO2,DsbA protein reoxidation reaction (anaerobic),b1185 and b3860,1 and 1 
DSBDR,DsbD reductase,( b2582 and b4136 ) or ( b3781 and b4136 ),( 1 and 1 ) or ( 1 and 1 ) 
TDSR1,Thiol:disulfide reductase (DsbC),b2893 and b4136,2 and 1 
CGLYabcpp,L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm),b3540 and b3542 and b3544 and b3543 and b3541,1 and 1 and 1 and 1 and 1 
PLIPA2A120pp,"Phospholipase A2 (phosphatidate, n-C12:0) (periplasm)",b3821,2
PLIPA2A160pp,"Phospholipase A2 (phosphatidate, n-C16:0) (periplasm)",b3821,2
LPLIPAL2E120,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0)",b3825,1
EAR100x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0),b1288,4
EAR120x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0),b1288,4
EAR160x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:0),b1288,4
EAR140y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:0),b1288,4
3OAS121,3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1),b2323,2
3OAS80,3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0),b2323 or b1095,2 or 2 
3OAS100,3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0),b2323 or b1095,2 or 2 
3OAS120,3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0),b1095 or b2323,2 or 2 
3OAR40,3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),b1093,4
3OAR100,3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),b1093,4
3HAD60,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0),b0954 or b0180,2 or 6 
3HAD100,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0),b0954 or b0180,2 or 6 
3HAD140,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0),b0954 or b0180,2 or 6 
3HAD160,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0),b0954 or b0180,2 or 6 
AGPAT180,1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0),b3018,1
AGPAT141,1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1),b3018,1
AGPAT161,1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1),b3018,1
DASYN120,CDP-diacylglycerol synthetase (n-C12:0),b0175,1
EAR40x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0),b1288,4
EAR60y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0),b1288,4
MLDEP1pp,"Murein L,D-endopeptidase (murein3px3p) (periplasm)",b2328,2
MLDEP2pp,"Murein L,D-endopeptidase (murein5px3p) (periplasm)",b2328,2
MLTGY2pp,Murein lytic transglycosylase (murein4p3p) (periplasm),b0211 or b1193 or b2813 or b2963 or b4392 or b2701 or b2558 or b1097,1 or 1 or 1 or 1 or 1 or 1 or 1 or 1 
MLTGY4pp,Murein lytic transglycosylase (murein4px4p4p) (periplasm),b0211 or b2963 or b2701 or b4392 or b2813 or b1193 or b2558 or b1097,1 or 1 or 1 or 1 or 1 or 1 or 1 or 1 
EAR60x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0),b1288,4
EAR80x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0),b1288,4
PE181abcpp,"Phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)",b0914,2
NTP11,Nucleoside-triphosphatase (dITP),b4394,2
3OAS180,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0),b1095 or b2323,2 or 2 
3HAD180,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0),b0954 or b0180,2 or 6 
CDAPPA120,CDP-Diacylglycerol pyrophostatase (n-C12:0),b3918,1
PSSA120,Phosphatidylserine syntase (n-C12:0),b2585,1
PSD120,Phosphatidylserine decarboxylase (n-C12:0),b4160,1
PAPA120,Phosphatidate phosphatase (n-C12:0),b1278,1
MDDEP1pp,"Murein D,D-endopeptidase (murein4px4p) (periplasm)",b2175 or b1655 or b2328 or b3182 or b2134 or b1856 or b0376,1 or 1 or 2 or 1 or 1 or 1 or 1 
MDDEP2pp,"Murein D,D-endopeptidase (murein3px4p) (periplasm)",b2175 or b1655 or b2328 or b3182 or b2134 or b1856 or b0376,1 or 1 or 2 or 1 or 1 or 1 or 1 
PSD181,Phosphatidylserine decarboxylase (n-C18:1),b4160,1
DAGK180,Diacylglycerol kinase (n-C18:0),b4042,3
DAGK181,Diacylglycerol kinase (n-C18:1),b4042,3
PLIPA2E120pp,"Phospholipase A2 (phosphatidylethanolamine, n-C12:0) (periplasm)",b3821,2
PLIPA2G141pp,"Phospholipase A2 (phosphatidylglycerol, n-C14:1) (periplasm)",b3821,2
PLIPA2G161pp,"Phospholipase A2 (phosphatidylglycerol, n-C16:1) (periplasm)",b3821,2
LPLIPAL1A120pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm)",b0494,4
LPLIPAL1A140pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0) (periplasm)",b0494,4
LPLIPAL1A181pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1) (periplasm)",b0494,4
LPLIPAL1E120pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm)",b0494,4
3OAR180,3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0),b1093,4
G3PAT120,Glycerol-3-phosphate acyltransferase (C12:0),b1094 and b4041,1 and 1 
PGSA120,Phosphatidylglycerol synthase (n-C12:0),b1912,1
TDSR2,Thiol:disulfide reductase (DsbG),b0604 and b4136,2 and 1 
GTHRDtex,Glutathione transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
GTHRDabc2pp,Glutathione export via ABC system (cytoplasm to periplasm),b0886 and b0887,1 and 1 
NADHPO,NADH peroxidase,b0606 and b0605,2 and 10 
ACOAD7f,Acyl-CoA dehydrogenase (hexadecanoyl-CoA),b0221,1
ACOAD8f,Acyl-CoA dehydrogenase (octadecanoyl-CoA),b0221,1
ACOAD5f,Acyl-CoA dehydrogenase (dodecanoyl-CoA),b0221,1
ACOAD3f,Acyl-CoA dehydrogenase (octanoyl-CoA),b0221,1
ACOAD2f,Acyl-CoA dehydrogenase (hexanoyl-CoA),b0221,1
ACOAD4f,Acyl-CoA dehydrogenase (decanoyl-CoA),b0221,1
ACOAD6f,Acyl-CoA dehydrogenase (tetradecanoyl-CoA),b0221,1
NADH16pp,NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm),b2280 and b2281 and b2287 and b2288 and b2282 and b2277 and b2279 and b2284 and b2278 and b2276 and b2283 and b2286 and b2285,1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 
NADH18pp,NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm),b2280 and b2281 and b2287 and b2288 and b2282 and b2277 and b2279 and b2284 and b2278 and b2276 and b2283 and b2286 and b2285,1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 
GLYBt2pp,Glycine betaine transport via proton symport (periplasm),b1801 or b4111,1 or 2 
DSERt2pp,D-serine transport in via proton symport (periplasm),b4208,1
ALAt4pp,L-alanine transport in via sodium symport (periplasm),b0007,1
LYSt3pp,L-lysine transport out via proton antiport (cytoplasm to periplasm),b2923 or b0874,1 or 1 
CTBTCAL2,Crotonobetaine-CoA Ligase,b0037,1
BGLA1,6-phospho-beta-glucosidase,b2716 or b1734 or b3721,1 or 4 or 1 
GDPMNP,GDP-mannose phyrophosphatase,b2467,2
AMMQLT8,S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 8),b3833,1
FA120ACPHi,Fatty-acyl-ACP hydrolase,b0404,1
FA80ACPHi,Fatty-acyl-ACP hydrolase,b0404,1
FA140ACPHi,Fatty-acyl-ACP hydrolase,b0404,1
FA100ACPHi,Fatty-acyl-ACP hydrolase,b0404,1
CRNDCAL2,D-Carnitine-CoA Ligase,b0037,1
CRNCAL2,Carnitine-CoA Ligase,b0037,1
CHLt2pp,Choline transport via proton symport (periplasm),b0314 or b1801,1 or 1 
GLYt4pp,Glycine transport in via sodium symport (periplasm),b0007,1
FRULYSE,Fructoselysine 3-epimerase,b4474,8
FRULYSt2pp,Fructoselysine transport via proton symport (periplasm),b3370,1
TUNGStex,Tungstate transport via diffusion (extracellular to periplasm),b1377 or b0929 or b2215 or b0241,1 or 3 or 3 or 3 
COBALT2tpp,Cobalt transport in via permease (no H+),b3040 or b3816,1 or 1 
OXCDC,Oxalyl-CoA decarboxylase,b2373,4
LPLIPAL2A140,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)",b3825,1
LPLIPAL2A160,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)",b3825,1
LPLIPAL2A161,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)",b3825,1
LPLIPAL2A180,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)",b3825,1
LPLIPAL2A181,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)",b3825,1
UM3PL,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,b4233,1
UM4PL,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate-D-alanine ligase,b4233,1
2MAHMP,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphatase,b0446 or b1134,1 or 1 
ZN2tpp,Zinc transport in via permease (no H+),b3040,1
NI2tpp,Nickel (+2) transport in via permease (no H+),b3816,1
COBALT2t3pp,Cobalt (Co+2) transport out via proton antiport (periplasm),b0752 or b3915,1 or 2 
PLIPA1A120pp,"Phospholipase A1 (phosphatidate, n-C12:0) (periplasm)",b3821,2
PLIPA1A140pp,"Phospholipase A1 (phosphatidate, n-C14:0) (periplasm)",b3821,2
PLIPA1A141pp,"Phospholipase A1 (phosphatidate, n-C14:1) (periplasm)",b3821,2
PLIPA1A160pp,"Phospholipase A1 (phosphatidate, n-C16:0) (periplasm)",b3821,2
PLIPA1A161pp,"Phospholipase A1 (phosphatidate, n-C16:1) (periplasm)",b3821,2
PLIPA1A180pp,"Phospholipase A1 (phosphatidate, n-C18:0) (periplasm)",b3821,2
LPLIPAL2A120,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)",b3825,1
CAt6pp,Calcium / sodium antiporter (1:1),b3196,1
5DGLCNt2rpp,"5-Dehydro-D-gluconate transport via proton symport, reversible (periplasm)",b4265,1
GALCTNt2pp,D-galactonate transport via proton symport (periplasm),b3691,1
GALCTNLtex,L-galactonate transport via diffusion (extracellular to periplasm),b0929 or b2215 or b1377 or b0241,3 or 3 or 1 or 3 
KDUI,5-keto-4-deoxyuronate isomerase,b2843,6
CA2t3pp,Calcium (Ca+2) transport out via proton antiport (periplasm),b1216,1
NADH17pp,NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm),b2280 and b2281 and b2287 and b2288 and b2282 and b2277 and b2279 and b2284 and b2278 and b2276 and b2283 and b2286 and b2285,1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 
FA161ACPHi,Fatty-acyl-ACP hydrolase,b0404,1
FA141ACPHi,Fatty-acyl-ACP hydrolase,b0404,1
ARGt3pp,L-arginine transport out via proton antiport (cytoplasm to periplasm),b2923,1
FA160ACPHi,Fatty-acyl-ACP hydrolase,b0404,1
MALDtex,D-Malate transport via diffusion (extracellular to periplasm),b0241 or b1377 or b2215 or b0929,3 or 1 or 3 or 3 
OROTtex,Orotate transport via diffusion (extracellular to periplasm),b2215 or b1377 or b0929 or b0241,3 or 1 or 3 or 3 
PPAt4pp,Na+/Propionate symporter (periplasm),b1015,1
OROTt2_2pp,Orotate transport via proton symport (2 H) (periplasm),b3528,1
MALDt2_2pp,D-Malate transport via proton symport (2 H) (periplasm),b3528,1
5DGLCNtex,5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm),b0929 or b1377 or b0241 or b2215,3 or 1 or 3 or 3 
DTARTD,D(-)-tartrate dehydratase,b4122,2
PLIPA2E161pp,"Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)",b3821,2
PLIPA2E180pp,"Phospholipase A2 (phosphatidylethanolamine, n-C18:0) (periplasm)",b3821,2
PLIPA2G120pp,"Phospholipase A2 (phosphatidylglycerol, n-C12:0) (periplasm)",b3821,2
PLIPA2G180pp,"Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm)",b3821,2
LPLIPAL1A161pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)",b0494,4
LPLIPAL1A160pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)",b0494,4
PSCLYSt2pp,Psicoselysine transport via proton symport (periplasm),b3370,1
LYSt2pp,L-lysine transport in via proton symport (periplasm),b2156,1
GLYt2pp,Glycine transport in via proton symport (periplasm),b1801 or b4208,1 or 1 
ALAt2pp,L-alanine transport in via proton symport (periplasm),b4208 or b4130,1 or 1 
BALAt2pp,Beta-alanine transport in via proton symport (periplasm),b4208,1
DALAt2pp,D-alanine transport in via proton symport (periplasm),b4208,1
FE2tpp,Iron (+2) transport in via permease (no H+),b3040,1
MN2tpp,Manganese transport in via permease (no H+),b3040,1
MG2tpp,Magnesium (+2) transport in via diffusion,b3816,1
NI2t3pp,Nickle (Ni+2) transport out via proton antiport (periplasm),b3915 or b0752,2 or 1 
PPAtex,Propionate transport via diffusion,b0929 or b0241 or b1377 or b2215,3 or 3 or 1 or 3 
GALCTNLt2pp,L-galactonate transport via proton symport (periplasm),b4356,1
GALCTLO,L-galactonate oxidoreductase,b4358,1
PSCLYStex,Psicoselysine transporter via diffusion (extracellular),b1377 or b0929 or b2215 or b0241,1 or 3 or 3 or 3 
THYMtex,Thymine transport via diffusion (extracellular to periplasm),b2215 or b0241 or b1377 or b0929,3 or 3 or 1 or 3 
CU2tpp,Copper transport in via permease (no H+),b3040,1
FE2t3pp,Iron (Fe+2) transport out via proton antiport (periplasm),b3915,2
MN2t3pp,Manganese (Mn+2) transport out via proton antiport (periplasm),b3915 or b0752,2 or 1 
CD2tpp,Cadmium (+2) transport in via permease (no H+),b3040,1
THRA,Threonine aldolase,b2551 or b0870,2 or 4 
XYLK2,L-xylulokinase,b0063 or b3580,2 or 2 
GLDBRAN2,Glycogen debranching enzyme (bglycogen -> glycogen),b3431,1
CLt3_2pp,Chloride transport out via proton antiport (2:1) (periplasm),b0155,2
POR5,Pyruvate synthase,( b1378 and b0684 ) or ( b1378 and b2895 ),( 1 and 1 ) or ( 1 and 1 ) 
HACD8,"3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal",b3846 or b2341,2 or 1 
CTECOAI8,3-cis-2-trans-enoyl-CoA isomerase,b3846,2
CTECOAI6,3-cis-2-trans-enoyl-CoA isomerase,b3846,2
MALCOAMT,Malonyl-CoA methyltransferase,b0777,1
OGMEACPS,3-Oxo-glutaryl-[ACP] methyl ester synthase,b1091,2
OGMEACPR,3-Oxo-glutaryl-[ACP] methyl ester reductase,b1093,4
OPMEACPS,3-Oxo-pimeloyl-[ACP] methyl ester synthase,b2323,2
LIPAabctex,Lipid A transport via ABC system (periplasm to extracellular),b0054 and b3201 and b4261 and b4262 and b3199 and b3200 and b0641,1 and 2 and 1 and 1 and 1 and 1 and 1 
DGUNC,Diguanylate cyclase,b1025 or b1794 or b1341 or b1535 or b1490,1 or 1 or 4 or 2 or 2 
CDGUNPD,"3,5-cyclic-nucleotide phosphodiesterase",b1285 or b1489 or b2503 or b3525 or b0315,1 or 2 or 2 or 1 or 2 
LDGUNPD,Linear diguanylate phosphodiesterase,b1285,1
MPTAT,Molybdopterin adenylyltransferase,b0009,3
MOADSUx,"MoaD sulfuration (nadh, assumed)",b0784 and b2530,2 and 2 
CMtpp,Chloramphenicol transport via TolC system,( b3035 and b0463 and b2470 ) or ( b3035 and b0463 and b0462 ),( 3 and 6 and 3 ) or ( 3 and 6 and 3 ) 
FUSAtpp,Fusidic acid transport via TolC system,( b3035 and b0463 and b0462 ) or ( b3035 and b0463 and b2470 ),( 3 and 6 and 3 ) or ( 3 and 6 and 3 ) 
MINCYCtex,Minocycline transport via diffusion (extracellular to periplasm),b0929 or b1377 or b0241 or b2215,3 or 1 or 3 or 3 
MINCYCtpp,Minocycline transport via TolC system,( b3035 and b0463 and b2470 ) or ( b3035 and b0463 and b0462 ),( 3 and 6 and 3 ) or ( 3 and 6 and 3 ) 
DOXRBCNtex,Doxorubicin transport via diffusion (extracellular to periplasm),b1377 or b0929 or b2215 or b0241,1 or 3 or 3 or 3 
DOXRBCNtpp,Doxorubicin transport via TolC system,( b3035 and b0463 and b0462 ) or ( b3035 and b0463 and b2470 ),( 3 and 6 and 3 ) or ( 3 and 6 and 3 ) 
REPHACCOAI,"Ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)",b1394,1
ACPPAT141,Acyl-(acyl carrier protein):phosphate acyltransferase (C14:1),b1094 and b1090,1 and 1 
ACPPAT161,Acyl-(acyl carrier protein):phosphate acyltransferase (C16:1),b1094 and b1090,1 and 1 
ACPPAT180,Acyl-(acyl carrier protein):phosphate acyltransferase (C18:0),b1094 and b1090,1 and 1 
APG3PAT160,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:0),b3059,1
APG3PAT161,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:1),b3059,1
APG3PAT180,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:0),b3059,1
ICYSDS,ISC Cysteine desulfuration,b2530,2
I4FE4SR,ISC [4Fe-4S] Reduction,b2529,1
S2FE2ST,SUF [2Fe-2S] Transfer,b1684 and b1682 and b1681 and b1683,2 and 2 and 1 and 1 
BMOCOS,Bis-molybdenum cofactor synthase,b0827,2
BWCOS,Tungsten bispterin cofactor synthase,b0827,2
BWCOGDS1,Tungsten bispterin guanine dinucleotide synthase (single GDP),b3857,1
BWCOGDS2,Tungsten bispterin guanine dinucleotide synthase,b3857,1
DHNPTE,Dihydroneopterin epimerase,b3058,8
DHMPTR,Dihydromonapterin reductase,b1606,1
NOVBCNtpp,Novobiocin transport via TolC system,( b3035 and b0463 and b2470 ) or ( b3035 and b0463 and b0462 ),( 3 and 6 and 3 ) or ( 3 and 6 and 3 ) 
CMtex,Chloramphenicol transport via diffusion (extracellular to periplasm),b1377 or b2215 or b0929 or b0241,1 or 3 or 3 or 3 
LALALGLUtex,L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm),b0929 or b1377 or b0241 or b2215,3 or 1 or 3 or 3 
LALADGLUtpp,L-alanyl-D-glutamate transport in via proton symport (periplasm),b3496 or b0709 or b1634 or b4130,1 or 1 or 1 or 1 
I2FE2SS,ISC [2Fe-2S] Synthesis,b2530 and b2529,2 and 1 
I2FE2ST,ISC [2Fe-2S] Transfer,b2529 and b2528,1 and 4 
I2FE2SS2,ISC [2Fe-2S] Synthesis II,b2530 and b2529,2 and 1 
I4FE4ST,ISC [4Fe-4S] Transfer,b2529 and b2528,1 and 4 
S4FE4ST,SUF [4Fe-4S] Transfer,b1684 and b1682 and b1681 and b1683,2 and 2 and 1 and 1 
S2FE2SS2,SUF [2Fe-2S] Synthesis II,b1682 and b1683 and b1680 and b1681 and b1679,2 and 1 and 2 and 1 and 2 
BTS5,Biotin synthase,b0775,2
5MTRtex,5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm),b2215 or b1377 or b0929 or b0241,3 or 1 or 3 or 3 
LALADGLUtex,L-alanyl-D-glutamate transport via diffusion (extracellular to periplasm),b0241 or b2215 or b1377 or b0929,3 or 3 or 1 or 3 
LALALGLUtpp,L-alanyl-L-glutamate transport in via proton symport (periplasm),b4130 or b1634 or b3496 or b0709,1 or 1 or 1 or 1 
3AMACHYD,3-aminoacrylate hydrolase,b1009,1
3HPPtex,3-hydroxypropionate transport via diffusion (extracellular to periplasm),b2215 or b1377 or b0929 or b0241,3 or 1 or 3 or 3 
CCGS,7-cyano-7-carbaguanine synthase,b0444,1
CDGR,7-cyano-7-deazaguanine reductase,b2794,2
MSAR,Malonic semialdehyde reductase,b1008 or b1539,1 or 4 
ACPPAT120,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),b1094 and b1090,1 and 1 
CPH4S,"6-carboxy-5,6,7,8-tetrahydropterin synthase",b2765,6
SHCHCS3,"2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase",b2263,1
URACPAH,Peroxyureidoacrylate hydrolase,b1011,1
POAACR,Peroxyaminoacrylate reductase,b1010,1
ACPPAT160,Acyl-(acyl carrier protein):phosphate acyltransferase (C16:0),b1094 and b1090,1 and 1 
ACPPAT181,Acyl-(acyl carrier protein):phosphate acyltransferase (C18:1),b1094 and b1090,1 and 1 
APH141,Acylphosphatase (C14:1),b0968,1
APH161,Acylphosphatase (C16:1),b0968,1
APH180,Acylphosphatase (C18:0),b0968,1
APH181,Acylphosphatase (C18:1),b0968,1
GTHPi,Glutathione peridoxase,b1710,1
SEPHCHCS,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,b2264,2
DHNCOAS,"1,4-dihydroxy-2-napthoyl-CoA synthase",b2262,6
DHNCOAT,"1,4-dihydroxy-2-napthoyl-CoA thioesterase",b1686,4
I2FE2SR,ISC [2Fe-2S] regeneration,b2529 and b2530,1 and 2 
TYRL,Tyrosine lyase,b3991,1
THZPSN3,Thiazole phosphate synthesis,b3992 and b3990 and b0423 and b2530 and b4407 and b3991,1 and 6 and 1 and 2 and 1 and 6
APG3PAT120,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C12:0),b3059,1
APH120,Acylphosphatase (C12:0),b0968,1
MOCDS,Molybdopterin cytidine dinucleotide synthase,b2877,1
FUSAtex,Fusidic acid transport via diffusion (extracellular to periplasm),b1377 or b2215 or b0929 or b0241,1 or 3 or 3 or 3 
QUIN2tex,Quinate transport via diffusion (extracellular to periplasm),b0241 or b2215 or b1377 or b0929,3 or 3 or 1 or 3 
FORCT,Formyl-CoA Transferase,b2374,2
PACCOAE,"Ring 1,2-phenylacetyl-CoA epoxidase (NADPH)",b1389 and b1388 and b1391 and b1392 and b1390,1 and 1 and 1 and 1 and 1 
OXDHCOAT,"3-oxo-5,6-dehydrosuberyl-CoA thiolase",b1397 and b1394,1 and 1 
HADPCOADH3,3-hydroxyadipyl-CoA dehydrogenase (NAD+),b1395,1
O16A4COLIPAabctex,O16 antigen (x4) core oligosaccharide lipid A transport via ABC system (periplasm to extracellular),b0054 and b3201 and b4261 and b4262 and b3199 and b3200 and b0641,1 and 2 and 1 and 1 and 1 and 1 and 1 
COLIPAabctex,Core oligosaccharide lipid A transport via ABC system (periplasm to extracellular),b0054 and b3201 and b3200 and b0641 and b4262 and b3199 and b4261,1 and 2 and 1 and 1 and 1 and 1 and 1 
ENLIPAabctex,Phosphoethanolamine lipid A transport via ABC system (periplasm to extracellular),b0054 and b3201 and b4261 and b4262 and b3199 and b3200 and b0641,1 and 2 and 1 and 1 and 1 and 1 and 1 
PYROX,Pyrimidine oxygenase,b1007 and b1012,1 and 1 
BMOGDS1,Bis-molybdopterin guanine dinucleotide synthase (single GDP),b3857,1
MPTS,Molybdopterin synthase,b0785 and b0784,2 and 2 
MOCOS,Molybdenum cofactor synthase,b0827,2
BMOGDS2,Bis-molybdopterin guanine dinucleotide synthase,b3857,1
S2FE2SR,SUF [2Fe-2S] regeneration,b1681 and b1679 and b1680 and b1682 and b1683,1 and 2 and 2 and 2 and 1 
ACACT8r,"Acetyl-CoA acyltransferase (hexadecanoyl-CoA), (r)",b2342 or b3845,1 or 2 
CTECOAI7,3-cis-2-trans-enoyl-CoA isomerase,b3846,2
CLIPAabctex,Cold lipid A transport via ABC system (periplasm to extracellular),b0054 and b3201 and b4261 and b4262 and b3199 and b3200 and b0641,1 and 2 and 1 and 1 and 1 and 1 and 1 
K2L4Aabctex,KDO(2)-lipid IV A transport via ABC system (periplasm to extracellular),b0054 and b3201 and b4261 and b4262 and b3199 and b3200 and b0641,1 and 2 and 1 and 1 and 1 and 1 and 1 
FDH4pp,Formate dehydrogenase (quinone-8) (periplasm),( b3894 and b3893 and b3892 ) or ( b1476 and b1474 and b1475 ),( 1 and 1 and 1 ) or ( 3 and 3 and 3 ) 
